transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,month,month_name,year_month,quarter,age_group,transaction_value_band,revenue_per_unit
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,3,March,2023-03,Q1,55-64,Medium,25
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,5,May,2023-05,Q2,35-44,Low,30
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,4,April,2023-04,Q2,35-44,Medium,50
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,10,October,2023-10,Q4,45-54,High,500
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,5,May,2023-05,Q2,35-44,Medium,50
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,1,January,2023-01,Q1,18-24,Low,50
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,2,February,2023-02,Q1,25-34,High,500
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,11,November,2023-11,Q4,35-44,High,500
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,8,August,2023-08,Q3,55-64,High,300
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,6,June,2023-06,Q2,35-44,High,300
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,6,June,2023-06,Q2,35-44,Medium,50
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,8,August,2023-08,Q3,45-54,Medium,50
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,11,November,2023-11,Q4,55-64,Low,25
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,9,September,2023-09,Q3,18-24,Medium,25
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,3,March,2023-03,Q1,18-24,Medium,300
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,7,July,2023-07,Q3,45-54,High,300
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,10,October,2023-10,Q4,25-34,Medium,25
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,4,April,2023-04,Q2,45-54,Medium,25
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,5,May,2023-05,Q2,35-44,Low,30
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,1,January,2023-01,Q1,35-44,Medium,30
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,12,December,2023-12,Q4,45-54,Medium,25
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,8,August,2023-08,Q3,45-54,Medium,30
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,1,January,2023-01,Q1,45-54,High,500
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,9,September,2023-09,Q3,55-64,Medium,300
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,10,October,2023-10,Q4,45-54,High,300
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,12,December,2023-12,Q4,45-54,Low,25
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,12,December,2023-12,Q4,25-34,Medium,50
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,4,April,2023-04,Q2,55-64,Low,25
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,7,July,2023-07,Q3,35-44,Low,30
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,8,August,2023-08,Q3,35-44,Medium,50
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,2,February,2023-02,Q1,18-24,Medium,30
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,12,December,2023-12,Q4,25-34,High,500
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,6,June,2023-06,Q2,55-64,Medium,30
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,11,November,2023-11,Q4,18-24,High,500
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,6,June,2023-06,Q2,45-54,High,500
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,12,December,2023-12,Q4,45-54,Low,30
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,3,March,2023-03,Q1,55-64,Medium,30
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,6,June,2023-06,Q2,18-24,High,500
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,9,September,2023-09,Q3,18-24,Medium,50
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,6,June,2023-06,Q2,25-34,High,500
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,12,December,2023-12,Q4,45-54,High,300
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,7,July,2023-07,Q3,55-64,High,500
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,6,June,2023-06,Q2,18-24,Low,50
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,7,July,2023-07,Q3,45-54,High,300
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,12,December,2023-12,Q4,25-34,Low,25
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,6,June,2023-06,Q2,25-34,Low,25
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,10,October,2023-10,Q4,35-44,Medium,50
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,3,March,2023-03,Q1,55-64,High,500
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,4,April,2023-04,Q2,45-54,Low,30
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,8,August,2023-08,Q3,45-54,Medium,50
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,12,December,2023-12,Q4,35-44,High,300
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,7,July,2023-07,Q3,45-54,High,300
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,12,December,2023-12,Q4,45-54,Low,25
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,3,March,2023-03,Q1,18-24,High,300
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,11,November,2023-11,Q4,45-54,Medium,50
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,10,October,2023-10,Q4,25-34,Medium,300
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,6,June,2023-06,Q2,18-24,Low,50
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,7,July,2023-07,Q3,18-24,Low,30
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,10,October,2023-10,Q4,35-44,Low,25
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,1,January,2023-01,Q1,35-44,High,300
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,6,June,2023-06,Q2,25-34,Low,50
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,5,May,2023-05,Q2,55-64,High,500
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,4,April,2023-04,Q2,45-54,Low,25
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,8,August,2023-08,Q3,18-24,Low,30
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,10,October,2023-10,Q4,45-54,Medium,50
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,11,November,2023-11,Q4,45-54,Low,30
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,12,December,2023-12,Q4,55-64,Low,30
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,6,June,2023-06,Q2,25-34,High,300
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,8,August,2023-08,Q3,45-54,Medium,300
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,8,August,2023-08,Q3,45-54,Medium,50
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,8,August,2023-08,Q3,45-54,High,500
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,12,December,2023-12,Q4,35-44,Low,50
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,4,April,2023-04,Q2,25-34,High,500
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,9,September,2023-09,Q3,45-54,Low,30
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,8,August,2023-08,Q3,55-64,Low,25
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,3,March,2023-03,Q1,55-64,Medium,50
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,12,December,2023-12,Q4,25-34,Medium,50
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,2,February,2023-02,Q1,18-24,High,500
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,5,May,2023-05,Q2,45-54,Medium,30
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,9,September,2023-09,Q3,35-44,Low,30
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,12,December,2023-12,Q4,25-34,High,500
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,11,November,2023-11,Q4,45-54,Low,30
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,11,November,2023-11,Q4,35-44,High,300
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,6,June,2023-06,Q2,18-24,Medium,25
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,2,February,2023-02,Q1,25-34,Medium,50
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,5,May,2023-05,Q2,18-24,Low,25
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,12,December,2023-12,Q4,45-54,Low,50
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,6,June,2023-06,Q2,35-44,High,300
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,4,April,2023-04,Q2,35-44,Low,30
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,4,April,2023-04,Q2,35-44,High,500
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,3,March,2023-03,Q1,35-44,High,300
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,1,January,2023-01,Q1,45-54,Medium,25
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,1,January,2023-01,Q1,45-54,High,500
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,5,May,2023-05,Q2,35-44,Low,30
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,9,September,2023-09,Q3,18-24,High,300
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,11,November,2023-11,Q4,18-24,High,500
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,2,February,2023-02,Q1,55-64,Medium,300
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,8,August,2023-08,Q3,18-24,High,300
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,8,August,2023-08,Q3,35-44,Medium,30
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,11,November,2023-11,Q4,25-34,Medium,50
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,10,October,2023-10,Q4,55-64,High,500
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,4,April,2023-04,Q2,18-24,Low,30
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,12,December,2023-12,Q4,18-24,Medium,300
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,7,July,2023-07,Q3,35-44,Low,30
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,9,September,2023-09,Q3,25-34,Medium,50
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,7,July,2023-07,Q3,35-44,High,500
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,5,May,2023-05,Q2,18-24,Low,50
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,3,March,2023-03,Q1,45-54,Low,25
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,12,December,2023-12,Q4,55-64,High,500
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,12,December,2023-12,Q4,45-54,Medium,50
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,1,January,2023-01,Q1,25-34,High,300
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,2,February,2023-02,Q1,45-54,High,500
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,8,August,2023-08,Q3,55-64,High,500
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,4,April,2023-04,Q2,45-54,Low,30
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,4,April,2023-04,Q2,35-44,High,300
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,12,December,2023-12,Q4,55-64,Medium,25
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,9,September,2023-09,Q3,35-44,Medium,50
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,8,August,2023-08,Q3,25-34,Low,30
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,1,January,2023-01,Q1,25-34,Low,50
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,10,October,2023-10,Q4,45-54,Medium,25
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,5,May,2023-05,Q2,55-64,Low,25
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,3,March,2023-03,Q1,35-44,High,500
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,8,August,2023-08,Q3,45-54,Low,25
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,3,March,2023-03,Q1,25-34,Medium,50
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,8,August,2023-08,Q3,25-34,High,300
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,12,December,2023-12,Q4,25-34,Medium,300
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,9,September,2023-09,Q3,25-34,High,500
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,10,October,2023-10,Q4,55-64,Low,50
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,11,November,2023-11,Q4,18-24,Medium,50
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,6,June,2023-06,Q2,55-64,Low,25
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,8,August,2023-08,Q3,35-44,Medium,50
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,11,November,2023-11,Q4,55-64,Low,30
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,9,September,2023-09,Q3,25-34,Medium,25
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,8,August,2023-08,Q3,35-44,Medium,30
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,10,October,2023-10,Q4,55-64,High,500
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,8,August,2023-08,Q3,55-64,High,300
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,3,March,2023-03,Q1,18-24,High,500
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,9,September,2023-09,Q3,35-44,High,300
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,8,August,2023-08,Q3,45-54,High,500
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,5,May,2023-05,Q2,55-64,Medium,50
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,5,May,2023-05,Q2,45-54,Medium,30
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,11,November,2023-11,Q4,35-44,Medium,300
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,5,May,2023-05,Q2,45-54,Medium,25
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,9,September,2023-09,Q3,25-34,Low,30
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,9,September,2023-09,Q3,18-24,Low,25
645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,11,November,2023-11,Q4,35-44,Medium,30
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,5,May,2023-05,Q2,35-44,Low,30
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,5,May,2023-05,Q2,55-64,High,500
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,8,August,2023-08,Q3,45-54,High,300
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,2,February,2023-02,Q1,55-64,High,300
650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,1,January,2024-01,Q1,55-64,Low,30
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,5,May,2023-05,Q2,45-54,Medium,50
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,5,May,2023-05,Q2,25-34,Medium,50
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,5,May,2023-05,Q2,45-54,Low,25
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,6,June,2023-06,Q2,35-44,Low,25
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,6,June,2023-06,Q2,55-64,High,500
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,10,October,2023-10,Q4,25-34,Low,30
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,2,February,2023-02,Q1,35-44,Low,25
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,3,March,2023-03,Q1,55-64,Low,25
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,3,March,2023-03,Q1,35-44,Low,30
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,4,April,2023-04,Q2,35-44,High,500
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,7,July,2023-07,Q3,35-44,Medium,25
662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,12,December,2023-12,Q4,45-54,High,500
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,3,March,2023-03,Q1,18-24,High,300
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,12,December,2023-12,Q4,35-44,High,500
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,4,April,2023-04,Q2,55-64,Low,50
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,2,February,2023-02,Q1,45-54,Medium,50
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,8,August,2023-08,Q3,25-34,High,500
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,7,July,2023-07,Q3,55-64,Medium,50
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,6,June,2023-06,Q2,18-24,High,300
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,10,October,2023-10,Q4,25-34,Low,30
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,8,August,2023-08,Q3,55-64,Medium,50
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,8,August,2023-08,Q3,25-34,Medium,50
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,2,February,2023-02,Q1,35-44,High,500
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,4,April,2023-04,Q2,35-44,Medium,300
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,8,August,2023-08,Q3,45-54,Low,30
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,7,July,2023-07,Q3,55-64,High,500
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,10,October,2023-10,Q4,18-24,High,500
678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,12,December,2023-12,Q4,55-64,High,300
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,1,January,2023-01,Q1,18-24,Low,30
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,10,October,2023-10,Q4,45-54,High,300
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,7,July,2023-07,Q3,35-44,Low,30
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,9,September,2023-09,Q3,45-54,High,300
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000,1,January,2023-01,Q1,35-44,High,500
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,6,June,2023-06,Q2,25-34,High,500
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,6,June,2023-06,Q2,55-64,Low,25
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,7,July,2023-07,Q3,25-34,Medium,50
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,8,August,2023-08,Q3,45-54,Medium,300
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,10,October,2023-10,Q4,55-64,Medium,25
689,2023-10-07,CUST689,Male,57,Electronics,2,50,100,10,October,2023-10,Q4,55-64,Medium,50
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900,11,November,2023-11,Q4,45-54,High,300
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,4,April,2023-04,Q2,45-54,Low,30
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,9,September,2023-09,Q3,55-64,Medium,50
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,4,April,2023-04,Q2,35-44,High,500
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,5,May,2023-05,Q2,35-44,Low,25
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,8,August,2023-08,Q3,18-24,Medium,50
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,9,September,2023-09,Q3,45-54,Medium,50
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,1,January,2023-01,Q1,45-54,High,500
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,7,July,2023-07,Q3,55-64,Medium,300
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,6,June,2023-06,Q2,35-44,Medium,30
700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000,12,December,2023-12,Q4,35-44,High,500
701,2023-12-14,CUST701,Female,52,Beauty,2,30,60,12,December,2023-12,Q4,45-54,Low,30
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,7,July,2023-07,Q3,55-64,High,300
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,3,March,2023-03,Q1,25-34,Medium,50
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,8,August,2023-08,Q3,55-64,Low,30
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,3,March,2023-03,Q1,55-64,Low,25
706,2023-11-15,CUST706,Male,51,Electronics,4,25,100,11,November,2023-11,Q4,45-54,Medium,25
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,10,October,2023-10,Q4,25-34,High,500
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,1,January,2023-01,Q1,35-44,High,300
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,7,July,2023-07,Q3,18-24,High,500
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500,10,October,2023-10,Q4,25-34,High,500
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500,10,October,2023-10,Q4,25-34,High,500
712,2023-12-06,CUST712,Female,57,Beauty,2,25,50,12,December,2023-12,Q4,55-64,Low,25
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,1,January,2023-01,Q1,25-34,Low,25
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,2,February,2023-02,Q1,18-24,High,500
715,2023-11-26,CUST715,Female,42,Beauty,4,25,100,11,November,2023-11,Q4,35-44,Medium,25
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,8,August,2023-08,Q3,55-64,High,300
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,3,March,2023-03,Q1,55-64,High,500
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,8,August,2023-08,Q3,55-64,Low,25
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,4,April,2023-04,Q2,35-44,Low,30
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,1,January,2023-01,Q1,55-64,High,500
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,5,May,2023-05,Q2,45-54,High,500
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,7,July,2023-07,Q3,18-24,High,300
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,6,June,2023-06,Q2,45-54,Medium,50
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,4,April,2023-04,Q2,55-64,Medium,50
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,8,August,2023-08,Q3,55-64,Medium,300
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,6,June,2023-06,Q2,45-54,High,300
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,6,June,2023-06,Q2,55-64,High,300
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,7,July,2023-07,Q3,45-54,Medium,50
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,5,May,2023-05,Q2,25-34,High,300
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,8,August,2023-08,Q3,35-44,Low,25
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,5,May,2023-05,Q2,45-54,High,500
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,2,February,2023-02,Q1,55-64,High,500
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,8,August,2023-08,Q3,25-34,Low,30
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,1,January,2023-01,Q1,25-34,Low,30
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000,10,October,2023-10,Q4,55-64,High,500
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,1,January,2023-01,Q1,25-34,Medium,25
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,6,June,2023-06,Q2,25-34,Low,50
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,4,April,2023-04,Q2,35-44,Medium,50
739,2023-11-29,CUST739,Male,36,Beauty,1,25,25,11,November,2023-11,Q4,35-44,Low,25
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,2,February,2023-02,Q1,25-34,Medium,50
741,2023-11-30,CUST741,Male,48,Clothing,1,300,300,11,November,2023-11,Q4,45-54,Medium,300
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,1,January,2023-01,Q1,35-44,High,500
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,1,January,2023-01,Q1,25-34,High,500
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,5,May,2023-05,Q2,35-44,Low,25
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100,4,April,2023-04,Q2,45-54,Medium,50
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,1,January,2023-01,Q1,25-34,Low,30
747,2023-11-15,CUST747,Male,23,Beauty,1,30,30,11,November,2023-11,Q4,18-24,Low,30
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,3,March,2023-03,Q1,25-34,Medium,50
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,5,May,2023-05,Q2,35-44,Low,30
