transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,month,month_name,year_month,quarter,age_group,transaction_value_band,revenue_per_unit
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,3,March,2023-03,Q1,35-44,Low,25
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,8,August,2023-08,Q3,35-44,Low,25
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,12,December,2023-12,Q4,25-34,Medium,50
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,2,February,2023-02,Q1,25-34,Low,30
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,10,October,2023-10,Q4,35-44,Medium,25
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,4,April,2023-04,Q2,55-64,Low,25
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,8,August,2023-08,Q3,55-64,High,300
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,12,December,2023-12,Q4,35-44,High,300
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,5,May,2023-05,Q2,55-64,Medium,25
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,7,July,2023-07,Q3,45-54,Medium,50
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,3,March,2023-03,Q1,25-34,High,500
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,11,November,2023-11,Q4,25-34,High,500
762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,11,November,2023-11,Q4,18-24,Low,25
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,2,February,2023-02,Q1,25-34,Low,25
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,3,March,2023-03,Q1,35-44,Low,25
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,6,June,2023-06,Q2,35-44,Medium,50
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,2,February,2023-02,Q1,35-44,High,300
767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,10,October,2023-10,Q4,35-44,Low,25
768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,1,January,2023-01,Q1,18-24,Low,25
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,6,June,2023-06,Q2,25-34,Medium,30
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50,10,October,2023-10,Q4,25-34,Low,50
771,2023-12-13,CUST771,Male,24,Electronics,2,25,50,12,December,2023-12,Q4,18-24,Low,25
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,7,July,2023-07,Q3,25-34,Low,30
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,7,July,2023-07,Q3,25-34,High,500
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50,4,April,2023-04,Q2,35-44,Low,25
775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,2,February,2023-02,Q1,45-54,Medium,25
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90,10,October,2023-10,Q4,35-44,Low,30
777,2023-12-20,CUST777,Male,48,Electronics,3,50,150,12,December,2023-12,Q4,45-54,Medium,50
778,2023-11-18,CUST778,Female,47,Beauty,4,25,100,11,November,2023-11,Q4,45-54,Medium,25
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,5,May,2023-05,Q2,55-64,High,500
780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,2,February,2023-02,Q1,45-54,Low,25
781,2023-12-23,CUST781,Male,35,Beauty,1,500,500,12,December,2023-12,Q4,35-44,High,500
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,6,June,2023-06,Q2,55-64,High,300
783,2023-12-17,CUST783,Female,56,Clothing,1,300,300,12,December,2023-12,Q4,55-64,Medium,300
784,2023-11-04,CUST784,Female,34,Electronics,1,500,500,11,November,2023-11,Q4,25-34,High,500
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,3,March,2023-03,Q1,25-34,Medium,50
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100,10,October,2023-10,Q4,45-54,Medium,25
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,1,January,2023-01,Q1,35-44,Low,25
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,6,June,2023-06,Q2,45-54,High,300
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,9,September,2023-09,Q3,55-64,High,500
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,8,August,2023-08,Q3,55-64,Low,25
791,2023-12-05,CUST791,Female,51,Beauty,1,25,25,12,December,2023-12,Q4,45-54,Low,25
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,7,July,2023-07,Q3,18-24,Low,50
793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,2,February,2023-02,Q1,45-54,Low,30
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,9,September,2023-09,Q3,55-64,Medium,300
795,2023-11-28,CUST795,Male,57,Electronics,1,300,300,11,November,2023-11,Q4,55-64,Medium,300
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,6,June,2023-06,Q2,35-44,Medium,30
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75,1,January,2023-01,Q1,35-44,Low,25
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,8,August,2023-08,Q3,55-64,Low,50
799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,9,September,2023-09,Q3,55-64,Medium,50
800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200,2,February,2023-02,Q1,25-34,High,300
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,8,August,2023-08,Q3,18-24,Medium,50
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,7,July,2023-07,Q3,45-54,Low,30
803,2023-11-22,CUST803,Male,39,Clothing,4,25,100,11,November,2023-11,Q4,35-44,Medium,25
804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,8,August,2023-08,Q3,35-44,Low,30
805,2023-12-29,CUST805,Female,30,Beauty,3,500,1500,12,December,2023-12,Q4,25-34,High,500
806,2023-03-20,CUST806,Female,35,Beauty,3,300,900,3,March,2023-03,Q1,35-44,High,300
807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,8,August,2023-08,Q3,45-54,Medium,50
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000,4,April,2023-04,Q2,25-34,High,500
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100,9,September,2023-09,Q3,55-64,Medium,50
810,2023-11-30,CUST810,Male,59,Electronics,4,25,100,11,November,2023-11,Q4,55-64,Medium,25
811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,5,May,2023-05,Q2,55-64,Low,25
812,2023-11-12,CUST812,Male,19,Electronics,3,25,75,11,November,2023-11,Q4,18-24,Low,25
813,2023-10-03,CUST813,Male,52,Electronics,3,50,150,10,October,2023-10,Q4,45-54,Medium,50
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,9,September,2023-09,Q3,55-64,High,500
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,8,August,2023-08,Q3,45-54,Low,25
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,8,August,2023-08,Q3,45-54,High,500
817,2023-10-31,CUST817,Male,30,Beauty,4,50,200,10,October,2023-10,Q4,25-34,Medium,50
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,5,May,2023-05,Q2,25-34,High,500
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,6,June,2023-06,Q2,35-44,Medium,50
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,5,May,2023-05,Q2,45-54,Medium,50
821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,2,February,2023-02,Q1,45-54,Medium,300
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,5,May,2023-05,Q2,45-54,Medium,50
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,8,August,2023-08,Q3,55-64,Medium,50
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,5,May,2023-05,Q2,55-64,Medium,30
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,8,August,2023-08,Q3,45-54,Low,25
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300,10,October,2023-10,Q4,45-54,Medium,300
827,2023-11-09,CUST827,Male,61,Beauty,3,300,900,11,November,2023-11,Q4,55-64,High,300
828,2023-12-09,CUST828,Female,33,Electronics,4,300,1200,12,December,2023-12,Q4,25-34,High,300
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,7,July,2023-07,Q3,55-64,Low,30
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150,6,June,2023-06,Q2,55-64,Medium,50
831,2023-01-15,CUST831,Male,27,Electronics,4,25,100,1,January,2023-01,Q1,25-34,Medium,25
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000,9,September,2023-09,Q3,45-54,High,500
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200,6,June,2023-06,Q2,35-44,Medium,50
834,2023-04-04,CUST834,Female,56,Beauty,2,30,60,4,April,2023-04,Q2,55-64,Low,30
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200,9,September,2023-09,Q3,35-44,Medium,50
836,2023-04-19,CUST836,Female,22,Clothing,1,50,50,4,April,2023-04,Q2,18-24,Low,50
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,7,July,2023-07,Q3,18-24,Low,30
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600,5,May,2023-05,Q2,45-54,High,300
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200,6,June,2023-06,Q2,18-24,High,300
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50,5,May,2023-05,Q2,55-64,Low,25
841,2023-11-02,CUST841,Male,31,Electronics,4,25,100,11,November,2023-11,Q4,25-34,Medium,25
842,2023-12-26,CUST842,Female,47,Clothing,2,300,600,12,December,2023-12,Q4,45-54,High,300
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500,5,May,2023-05,Q2,18-24,High,500
844,2023-10-12,CUST844,Male,35,Clothing,3,50,150,10,October,2023-10,Q4,35-44,Medium,50
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500,1,January,2023-01,Q1,45-54,High,500
846,2023-09-22,CUST846,Male,42,Beauty,1,50,50,9,September,2023-09,Q3,35-44,Low,50
847,2023-04-08,CUST847,Female,18,Electronics,4,300,1200,4,April,2023-04,Q2,18-24,High,300
848,2023-02-13,CUST848,Female,63,Clothing,3,25,75,2,February,2023-02,Q1,55-64,Low,25
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50,5,May,2023-05,Q2,25-34,Low,25
850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000,7,July,2023-07,Q3,25-34,High,500
851,2023-09-08,CUST851,Male,32,Electronics,2,25,50,9,September,2023-09,Q3,25-34,Low,25
852,2023-10-12,CUST852,Female,41,Clothing,1,300,300,10,October,2023-10,Q4,35-44,Medium,300
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000,5,May,2023-05,Q2,18-24,High,500
854,2023-12-20,CUST854,Male,29,Clothing,1,50,50,12,December,2023-12,Q4,25-34,Low,50
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25,9,September,2023-09,Q3,45-54,Low,25
856,2023-11-27,CUST856,Male,54,Electronics,4,30,120,11,November,2023-11,Q4,45-54,Medium,30
857,2023-12-31,CUST857,Male,60,Electronics,2,25,50,12,December,2023-12,Q4,55-64,Low,25
858,2023-09-09,CUST858,Male,23,Electronics,2,50,100,9,September,2023-09,Q3,18-24,Medium,50
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500,8,August,2023-08,Q3,55-64,High,500
860,2023-01-09,CUST860,Male,63,Clothing,4,50,200,1,January,2023-01,Q1,55-64,Medium,50
861,2023-02-17,CUST861,Female,41,Clothing,3,30,90,2,February,2023-02,Q1,35-44,Low,30
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200,5,May,2023-05,Q2,25-34,High,300
863,2023-04-24,CUST863,Female,30,Electronics,2,25,50,4,April,2023-04,Q2,25-34,Low,25
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500,7,July,2023-07,Q3,45-54,High,500
865,2023-12-21,CUST865,Female,42,Clothing,1,300,300,12,December,2023-12,Q4,35-44,Medium,300
866,2023-05-05,CUST866,Male,24,Electronics,1,50,50,5,May,2023-05,Q2,18-24,Low,50
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500,6,June,2023-06,Q2,18-24,High,500
868,2023-12-06,CUST868,Female,25,Electronics,1,300,300,12,December,2023-12,Q4,25-34,Medium,300
869,2023-10-25,CUST869,Male,37,Beauty,3,500,1500,10,October,2023-10,Q4,35-44,High,500
870,2023-07-08,CUST870,Female,46,Electronics,4,30,120,7,July,2023-07,Q3,45-54,Medium,30
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60,8,August,2023-08,Q3,55-64,Low,30
872,2023-10-11,CUST872,Female,63,Beauty,3,25,75,10,October,2023-10,Q4,55-64,Low,25
873,2023-09-29,CUST873,Female,27,Electronics,4,25,100,9,September,2023-09,Q3,25-34,Medium,25
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30,6,June,2023-06,Q2,55-64,Low,30
875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000,8,August,2023-08,Q3,45-54,High,500
876,2023-10-09,CUST876,Male,43,Clothing,4,30,120,10,October,2023-10,Q4,35-44,Medium,30
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25,6,June,2023-06,Q2,55-64,Low,25
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30,6,June,2023-06,Q2,18-24,Low,30
879,2023-12-26,CUST879,Male,23,Clothing,1,30,30,12,December,2023-12,Q4,18-24,Low,30
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000,8,August,2023-08,Q3,18-24,High,500
881,2023-05-19,CUST881,Male,22,Electronics,1,300,300,5,May,2023-05,Q2,18-24,Medium,300
882,2023-06-06,CUST882,Female,64,Electronics,2,25,50,6,June,2023-06,Q2,55-64,Low,25
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500,5,May,2023-05,Q2,35-44,High,500
884,2023-04-29,CUST884,Female,26,Clothing,2,30,60,4,April,2023-04,Q2,25-34,Low,30
885,2023-03-03,CUST885,Female,52,Clothing,4,30,120,3,March,2023-03,Q1,45-54,Medium,30
886,2023-04-09,CUST886,Male,37,Electronics,3,300,900,4,April,2023-04,Q2,35-44,High,300
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100,6,June,2023-06,Q2,55-64,Medium,25
888,2023-03-03,CUST888,Female,52,Electronics,4,25,100,3,March,2023-03,Q1,45-54,Medium,25
889,2023-10-02,CUST889,Female,35,Electronics,1,50,50,10,October,2023-10,Q4,35-44,Low,50
890,2023-12-20,CUST890,Male,34,Electronics,2,25,50,12,December,2023-12,Q4,25-34,Low,25
891,2023-04-05,CUST891,Male,41,Electronics,3,300,900,4,April,2023-04,Q2,35-44,High,300
892,2023-04-09,CUST892,Male,20,Electronics,1,50,50,4,April,2023-04,Q2,18-24,Low,50
893,2023-04-21,CUST893,Male,49,Electronics,1,50,50,4,April,2023-04,Q2,45-54,Low,50
894,2023-09-05,CUST894,Male,52,Electronics,1,30,30,9,September,2023-09,Q3,45-54,Low,30
895,2023-05-22,CUST895,Female,55,Clothing,4,30,120,5,May,2023-05,Q2,55-64,Medium,30
896,2023-10-29,CUST896,Female,30,Electronics,2,25,50,10,October,2023-10,Q4,25-34,Low,25
897,2023-09-26,CUST897,Female,64,Electronics,2,50,100,9,September,2023-09,Q3,55-64,Medium,50
898,2023-11-02,CUST898,Female,42,Clothing,3,30,90,11,November,2023-11,Q4,35-44,Low,30
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600,5,May,2023-05,Q2,25-34,High,300
900,2023-02-21,CUST900,Male,21,Clothing,2,30,60,2,February,2023-02,Q1,18-24,Low,30
901,2023-04-10,CUST901,Male,31,Electronics,1,30,30,4,April,2023-04,Q2,25-34,Low,30
902,2023-06-01,CUST902,Female,54,Beauty,1,50,50,6,June,2023-06,Q2,45-54,Low,50
903,2023-04-27,CUST903,Female,51,Beauty,4,50,200,4,April,2023-04,Q2,45-54,Medium,50
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500,7,July,2023-07,Q3,25-34,High,500
905,2023-04-02,CUST905,Male,58,Beauty,1,300,300,4,April,2023-04,Q2,55-64,Medium,300
906,2023-06-04,CUST906,Female,20,Clothing,1,50,50,6,June,2023-06,Q2,18-24,Low,50
907,2023-01-08,CUST907,Female,45,Electronics,1,25,25,1,January,2023-01,Q1,45-54,Low,25
908,2023-12-29,CUST908,Male,46,Beauty,4,300,1200,12,December,2023-12,Q4,45-54,High,300
909,2023-10-01,CUST909,Male,26,Electronics,1,300,300,10,October,2023-10,Q4,25-34,Medium,300
910,2023-03-06,CUST910,Female,20,Beauty,3,50,150,3,March,2023-03,Q1,18-24,Medium,50
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900,5,May,2023-05,Q2,35-44,High,300
912,2023-01-24,CUST912,Male,51,Beauty,3,50,150,1,January,2023-01,Q1,45-54,Medium,50
913,2023-01-28,CUST913,Male,29,Electronics,3,30,90,1,January,2023-01,Q1,25-34,Low,30
914,2023-10-11,CUST914,Female,59,Electronics,1,500,500,10,October,2023-10,Q4,55-64,High,500
915,2023-05-30,CUST915,Female,26,Beauty,3,30,90,5,May,2023-05,Q2,25-34,Low,30
916,2023-12-24,CUST916,Female,32,Electronics,1,50,50,12,December,2023-12,Q4,25-34,Low,50
917,2023-03-06,CUST917,Female,57,Electronics,4,50,200,3,March,2023-03,Q1,55-64,Medium,50
918,2023-11-23,CUST918,Female,42,Electronics,3,30,90,11,November,2023-11,Q4,35-44,Low,30
919,2023-09-09,CUST919,Female,22,Beauty,2,25,50,9,September,2023-09,Q3,18-24,Low,25
920,2023-02-22,CUST920,Female,28,Beauty,3,25,75,2,February,2023-02,Q1,25-34,Low,25
921,2023-01-07,CUST921,Male,51,Electronics,3,25,75,1,January,2023-01,Q1,45-54,Low,25
922,2023-10-21,CUST922,Male,41,Electronics,1,50,50,10,October,2023-10,Q4,35-44,Low,50
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900,5,May,2023-05,Q2,25-34,High,300
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100,8,August,2023-08,Q3,55-64,Medium,50
925,2023-09-03,CUST925,Male,25,Electronics,1,300,300,9,September,2023-09,Q3,25-34,Medium,300
926,2023-08-14,CUST926,Male,22,Electronics,1,30,30,8,August,2023-08,Q3,18-24,Low,30
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000,6,June,2023-06,Q2,35-44,High,500
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200,4,April,2023-04,Q2,35-44,High,300
929,2023-01-27,CUST929,Female,23,Beauty,3,25,75,1,January,2023-01,Q1,18-24,Low,25
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200,5,May,2023-05,Q2,45-54,Medium,50
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120,9,September,2023-09,Q3,25-34,Medium,30
932,2023-02-28,CUST932,Female,45,Beauty,4,25,100,2,February,2023-02,Q1,45-54,Medium,25
933,2023-02-03,CUST933,Male,22,Beauty,1,30,30,2,February,2023-02,Q1,18-24,Low,30
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500,7,July,2023-07,Q3,25-34,High,500
935,2023-09-09,CUST935,Female,34,Beauty,1,50,50,9,September,2023-09,Q3,25-34,Low,50
936,2023-02-07,CUST936,Male,57,Beauty,4,50,200,2,February,2023-02,Q1,55-64,Medium,50
937,2023-10-23,CUST937,Female,62,Beauty,1,500,500,10,October,2023-10,Q4,55-64,High,500
938,2023-11-19,CUST938,Male,49,Clothing,4,50,200,11,November,2023-11,Q4,45-54,Medium,50
939,2023-12-18,CUST939,Female,46,Electronics,1,300,300,12,December,2023-12,Q4,45-54,Medium,300
940,2023-01-28,CUST940,Female,20,Electronics,1,30,30,1,January,2023-01,Q1,18-24,Low,30
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50,3,March,2023-03,Q1,55-64,Low,25
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500,3,March,2023-03,Q1,45-54,High,500
943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200,10,October,2023-10,Q4,55-64,High,300
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50,6,June,2023-06,Q2,35-44,Low,25
945,2023-02-13,CUST945,Male,30,Beauty,1,25,25,2,February,2023-02,Q1,25-34,Low,25
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000,5,May,2023-05,Q2,55-64,High,500
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300,3,March,2023-03,Q1,45-54,Medium,300
948,2023-10-13,CUST948,Female,23,Electronics,3,25,75,10,October,2023-10,Q4,18-24,Low,25
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50,8,August,2023-08,Q3,35-44,Low,25
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900,11,November,2023-11,Q4,35-44,High,300
951,2023-11-02,CUST951,Male,33,Beauty,2,50,100,11,November,2023-11,Q4,25-34,Medium,50
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25,11,November,2023-11,Q4,55-64,Low,25
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90,4,April,2023-04,Q2,45-54,Low,30
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900,9,September,2023-09,Q3,45-54,High,300
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,7,July,2023-07,Q3,55-64,Low,25
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,8,August,2023-08,Q3,25-34,High,500
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120,8,August,2023-08,Q3,55-64,Medium,30
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,6,June,2023-06,Q2,55-64,Low,25
959,2023-10-29,CUST959,Female,42,Electronics,2,30,60,10,October,2023-10,Q4,35-44,Low,30
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,8,August,2023-08,Q3,55-64,Low,30
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,6,June,2023-06,Q2,45-54,Medium,50
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60,10,October,2023-10,Q4,35-44,Low,30
963,2023-11-14,CUST963,Female,55,Beauty,1,50,50,11,November,2023-11,Q4,55-64,Low,50
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900,1,January,2023-01,Q1,18-24,High,300
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200,11,November,2023-11,Q4,18-24,Medium,50
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,2,February,2023-02,Q1,55-64,High,500
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25,4,April,2023-04,Q2,55-64,Low,25
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900,11,November,2023-11,Q4,45-54,High,300
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900,4,April,2023-04,Q2,35-44,High,300
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,5,May,2023-05,Q2,55-64,High,500
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200,12,December,2023-12,Q4,25-34,Medium,50
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,2,February,2023-02,Q1,45-54,Medium,25
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,3,March,2023-03,Q1,55-64,Low,50
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,5,May,2023-05,Q2,45-54,Low,30
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200,3,March,2023-03,Q1,55-64,Medium,50
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600,10,October,2023-10,Q4,45-54,High,300
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75,2,February,2023-02,Q1,35-44,Low,25
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150,3,March,2023-03,Q1,45-54,Medium,50
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25,1,January,2023-01,Q1,18-24,Low,25
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,7,July,2023-07,Q3,25-34,Low,25
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,8,August,2023-08,Q3,25-34,Low,30
982,2023-12-19,CUST982,Female,46,Beauty,3,30,90,12,December,2023-12,Q4,45-54,Low,30
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300,11,November,2023-11,Q4,25-34,Medium,300
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,8,August,2023-08,Q3,55-64,High,500
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,5,May,2023-05,Q2,18-24,Low,25
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000,1,January,2023-01,Q1,45-54,High,500
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900,4,April,2023-04,Q2,25-34,High,300
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,5,May,2023-05,Q2,55-64,Low,25
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25,12,December,2023-12,Q4,35-44,Low,25
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,5,May,2023-05,Q2,55-64,High,500
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100,12,December,2023-12,Q4,25-34,Medium,50
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,8,August,2023-08,Q3,55-64,Low,30
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150,2,February,2023-02,Q1,45-54,Medium,50
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000,12,December,2023-12,Q4,45-54,High,500
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30,4,April,2023-04,Q2,35-44,Low,30
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,5,May,2023-05,Q2,55-64,Low,50
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90,11,November,2023-11,Q4,45-54,Low,30
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100,10,October,2023-10,Q4,18-24,Medium,25
999,2023-12-05,CUST999,Female,36,Electronics,3,50,150,12,December,2023-12,Q4,35-44,Medium,50
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120,4,April,2023-04,Q2,45-54,Medium,30
